Year,Status,Adult_Mortality,Alcohol,percentage_expenditure,BMI,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Income_composition_of_resources,Schooling,Health_Index,Life_expectancy
2008,Developing,127,6.74,956.8229765,52.7,6.75,86,0.1,6973.9284,3516268,0.75,12.8,0.630647112,76.5
2005,Developed,66,8.65,4506.255963,58.2,8.71,95,0.1,31959.26215,57969484,0.851,15.8,0.404408361,88
2014,Developing,268,0.01,662.802194,37.3,5.41,95,2.3,7497.762376,2168573,0.697,12.6,0.102661979,65.1
2012,Developing,339,0.01,92.88697859,17.2,7.58,78,4.6,647.74741,3636796,0.477,10,0.506031034,60
2012,Developing,195,0.01,431.4854874,6.2,4.16,99,0.1,4546.73854,873596,0.714,14.9,0.336678478,69.4
2014,Developing,117,6.03,463.6397821,63.4,8.58,95,0.1,16737.89827,3419546,0.791,15.5,0.809800401,76.8
2013,Developing,366,0.64,76.52382535,18.2,3.42,39,3.1,986.13177,13133589,0.387,7.3,0.096258401,52.2
2011,Developing,76,8.02,3192.887363,64.3,9.77,99,0.1,25916.29353,1114899,0.86,16.7,0.581374952,85
2006,Developing,496,8.5,732.1255305,44.3,7.57,82,28.1,5631.73485,4823384.48,0.609,12.9,0.018545976,54
2012,Developing,186,0.01,6.914723983,17.6,6.24,86,0.3,95.244132,14776866,0.54,10.7,0.000562586,67.4
2012,Developing,272,0.01,78.1842153,17.6,8.52,67,0.1,669.959,3696958,0.463,9.8,0.449920332,59.5
2004,Developing,132,1.35,1.132766775,56.8,5.37,85,0.1,64.72953,677855,0.675,12,0.409327408,72
2007,Developing,93,4.2,150.8891479,52.4,8.37,89,0.1,612.623418,4369469,0.734,12.8,0.525958546,78.9
2011,Developed,6,6.98,5439.691769,61.5,9.27,96,0.1,38334.68477,59379449,0.872,16.4,0.981093398,82
2002,Developing,256,4.89,115.738974,55.4,6.25,99,0.9,879.475486,48225,0.683,13.9,0.0985236,67.6
2005,Developing,144,4.38,531.9808176,5.5,5.82,93,0.1,3386.256,43285634,0.658,11.1,0.741650497,73.1
2014,Developing,8,4.51,428.7490668,57.2,5.88,98,0.1,4575.763787,288914,0.761,14.2,0.686750313,77.5
2010,Developing,287,3.21,53.30782696,23.1,6.7,83,5.9,543.957418,155588,0.405,8.9,0.306571698,56.7
2013,Developing,121,3.77,59.12850204,52.8,7.29,87,0.1,674.9829,15661547,0.725,13.4,0.211595102,76
2005,Developing,137,4.25,20.21822828,48.8,5.25,9,0.1,1643.758397,2981259,0.679,10.9,0.277000596,73
2013,Developing,135,0.01,447.545645,51.7,3.92,64,0.1,3167.34356,253142,0.591,10.8,0.812752179,71.6
2013,Developed,79,10,2698.01817,6.2,9.55,98,0.1,21618.73534,1457295,0.827,16.3,0.354240346,86
2012,Developing,263,0.52,217.2125786,33.2,8.95,81,1.9,1536.15685,881185,0.46,6.3,0.5858695,62.2
2004,Developing,267,0.81,23.72796328,15.4,4.89,78,0.6,245.1235876,1782997,0.466,8.7,0.851187772,64
2003,Developing,271,0.26,45.09010835,18.4,3.65,8,0.1,544.566526,583211,0,9.2,0.588244756,59.6
2005,Developing,163,6.97,23.76370075,47.8,8.27,99,0.1,477.182746,186917361,0.694,13.8,0.937991333,72.7
2013,Developing,15,3.11,311.7553193,49.3,9.15,97,0.4,2136.77395,8657785,0.614,11.6,0.286853659,74.3
2013,Developing,145,4.41,15.16255482,56.4,6.84,91,0.1,83.5863,47342981,0.712,13.3,0.028040101,74.4
2006,Developing,134,4.22,448.7670462,49.5,4.47,94,0.4,3171.49856,27949944,0.693,13,0.929653171,74.2
2008,Developing,217,4.21,155.4767618,21.6,4.5,91,0.1,1919.466195,9751864,0.655,11.5,0.629944718,67.5
2004,Developed,99,13.45,276.0999798,53.3,9.84,95,0.1,1845.5881,1483861,0.792,15.9,0.74386555,78
2006,Developing,1,1.82,534.5795695,61.4,8.83,78,0.1,5372.65899,45735,0.733,13.2,0.190085353,74.1
2013,Developing,279,0.01,8.20063742,25,6.14,87,4.5,61.566347,1681495,0.415,9.1,0.436447382,58.1
2010,Developing,446,1.67,43.48359197,2.2,3.9,45,6.6,446.4434494,4448525,0.352,6.6,0.813830452,49.2
2007,Developing,633,2.69,9.18432717,28.3,8.47,88,30,918.432717,1982287,0.44,10.6,0.073525125,46.2
2009,Developed,66,9.99,5047.254058,62.9,9.52,96,0.1,32333.4661,46362946,0.858,16.3,0.645932122,81.6
2013,Developing,142,2.56,41.62053588,21.9,3.68,99,0.1,361.289374,2585,0.757,13.8,0.206341166,74.6
2012,Developing,159,0.01,30.17998548,16.2,1.1,83,0.1,1117.77724,115676,0.618,12.5,0.108671947,67.4
2009,Developing,433,3.97,49.8371267,21.2,13.13,84,1.7,394.5932439,63126,0.375,8.5,0.258864739,47.1
2003,Developing,29,3.1,400.1342971,47.8,7.61,94,0.3,2519.737387,5971535,0.628,12,0.739930959,69.9
2006,Developing,184,6.48,387.3324928,44.4,4.4,98,0.6,4187.3783,29747,0.692,12.3,0.419378068,69.4
2005,Developing,252,11.01,45.65007798,56.7,6.89,99,0.1,3126.71767,9663915,0.713,14.4,0.216368042,68.1
2012,Developed,7,11.34,2284.58215,6.1,7.18,99,0.1,16749.136,53946,0.892,13.9,0.790703044,81.1
2014,Developing,214,4.52,31.27232188,24.8,4.71,67,0.1,2842.938353,112249,0.676,11.7,0.338927162,68.4
2012,Developed,71,11.18,839.91332,6.9,1.99,95,0.1,4465.24891,8425823,0.916,16.9,0.130457275,86
2005,Developing,93,1.47,620.9518909,18,9.52,98,0.1,3488.493769,321,0.625,12.1,0.967207831,74.3
2010,Developing,29,0.3,17.48293752,19.8,1.92,9,0.5,987.7365832,5155896,0.515,8.8,0.425344607,65.4
2010,Developed,64,9.78,578.7417172,63.5,9.56,97,0.1,3736.228,46576897,0.86,16.4,0.373645226,81.9
2002,Developing,189,6.43,4.67359227,45.1,5.79,82,2.4,38.46578,8832285,0.66,12.3,0.363164676,71.4
2003,Developing,322,11.32,333.2148711,54.7,5.61,96,0.4,2975.132778,144648257,0.733,13.2,0.265803857,64.6
2010,Developing,256,11.05,162.8088054,57.5,6.83,97,0.2,1674.98771,142849449,0.773,13.7,0.035582992,68.4
2004,Developing,134,7.42,462.7076756,53.3,8.24,88,0.1,3331.228766,7463157,0.72,13.1,0.747318336,73
2011,Developing,15,5.79,472.1932825,47.1,9.42,89,0.1,3988.11894,6293783,0.675,12.3,0.382101406,73.4
2004,Developing,122,5.66,882.356362,57.7,11.59,94,0.1,4117.38853,332496,0.75,15.5,0.585285416,75.4
2010,Developing,119,0.45,430.7175861,53.9,5.12,95,0.1,4463.394675,36117637,0.714,13.6,0.544567574,74.7
2014,Developing,371,6.5,10.82259524,31.3,6.44,91,6.3,127.47462,15411675,0.498,10.3,0.715316554,59.2
2011,Developing,366,2.57,183.0461695,21.2,4.26,81,6.3,1644.619672,14264756,0.543,12,0.203085332,58.2
2006,Developing,178,6.2,352.9551269,49.3,4.34,89,1.8,3836.468771,9371338,0.677,12.6,0.384608889,72.3
2005,Developing,123,6.35,152.5448405,58.3,11.15,96,0.1,522.951116,3325612,0.753,15.5,0.544257875,75.7
2008,Developing,153,1.18,345.339056,47.4,3.66,67,0.1,2697.961375,22534,0.582,10.7,0.653120351,75
2008,Developing,166,2.49,6.6489825,29.7,4.6,99,0.1,83.635,1244121,0.728,13.6,0.197913925,72.7
2005,Developing,213,2.77,440.6027042,49.4,7.19,89,0.2,2835.281237,628961,0.644,12.7,0.195897093,71
2008,Developing,235,2.4,34.23979419,42.7,1.93,96,0.1,394.467675,4935762,0,10.5,0.343384049,64.5
2008,Developing,128,7.17,151.762567,5.5,8.99,92,0.1,3174.9491,43,0.735,13.1,0.916518471,73.9
2003,Developing,152,4.5,34.70333523,47.4,4.6,94,0.4,218.25997,26937738,0.686,13.3,0.492769844,72.1
2013,Developing,27,4.64,88.97040214,18.2,5.91,88,0.7,699.452847,1772723,0.392,7.5,0.177868585,59
2006,Developing,243,12.6,364.426052,57.2,6.34,99,0.1,3848.215966,964924,0.723,14.6,0.114340024,68.9
2005,Developing,93,12.2,5451.701225,57.5,1.6,98,0.1,34879.72633,63179356,0.86,15.5,0.714029559,81
2007,Developing,121,0.83,17.98136184,49.4,3.72,8,0.1,258.3529,1963286,0.644,11.5,0.193368827,73.8
2007,Developing,26,3.79,126.698109,43.9,5.6,95,0.1,1634.81431,259167,0.661,13,0.828104899,65.9
2005,Developing,434,1.23,67.33378735,18.5,6.87,8,16.2,369.1545359,29237,0.341,7.3,0.869526117,58
2007,Developing,159,7.19,394.9321299,49.4,8.28,99,0.1,7313.557962,19126637,0.7,13.5,0.435361409,73.3
2006,Developing,168,6.18,433.9210918,23.6,3.49,98,0.5,3368.952576,65824164,0.686,12.4,0.074081703,73
2006,Developing,129,4.25,26.45133197,24.9,5.11,96,0.6,234.28992,48795,0.596,11.9,0.055373518,72.1
2006,Developing,245,0.29,169.2023968,17.4,5.27,95,0.3,1335.45696,672228,0,9.6,0.326611222,65.8
2005,Developing,122,5.53,623.9100503,5.3,7.48,92,0.1,4916.54886,333465,0.74,12.9,0.736019668,75.8
2011,Developing,153,3.1,32.16407994,47.6,8.57,97,0.4,212.584798,83516,0.611,11.7,0.167771954,73.9
2007,Developing,128,0.56,157.6431445,5.8,5.48,95,0.1,2494.353552,31225881,0.581,10,0.535187877,71.4
2009,Developing,198,2.14,445.4423371,46.5,6.79,92,0.4,2635.753474,1431628,0.596,10.4,0.78542269,76
2008,Developing,215,4.36,62.8565863,25.4,5.66,99,0.9,1126.46212,166913,0.531,10.4,0.798661973,65.4
2007,Developing,192,2.4,380.9632429,45.2,6.86,85,0.4,2489.955836,137286,0.578,10.1,0.288295522,75
2004,Developing,195,15.07,101.1201161,55.2,5.13,94,0.1,885.465115,136255,0.805,15.7,0.877337494,72.3
2008,Developing,161,6.12,49.09241952,51.5,4.2,82,1.4,511.37937,963652,0.692,12.8,0.48444434,73.3
2010,Developing,7,8.4,8649.674911,64.1,11.2,89,0.1,47447.4762,345274,0.898,15.9,0.327179423,81.2
2005,Developing,291,0.02,1.388647732,14.2,8.7,58,0.1,25.2941299,257798,0.396,7.9,0.903860626,57.3
2010,Developing,145,0.91,471.8626525,49.1,4.71,65,0.1,2965.82434,236295,0.59,10.8,0.14807259,71
2013,Developing,23,14.66,1109.854619,61.1,6.7,98,0.1,7978.825443,9465997,0.796,15.7,0.653381431,71.7
2006,Developing,121,0.59,313.3626015,58.6,8.8,98,0.1,2537.349,5934232,0.733,13.7,0.516337618,72.8
2014,Developed,53,0.01,207.3041936,59.8,7.37,99,0.1,2734.88382,115239,0.85,14,0.024884198,83
2002,Developed,73,9.84,46.3871819,59.6,8.39,92,0.1,281.81763,196514,0.902,20.1,0.637672844,79.9
2005,Developing,2,0.04,30.59320769,18.9,2.91,77,0.1,711.4699463,15399667,0.487,6.1,0.00461081,62.9
2006,Developing,491,6.45,76.31867911,33.2,4.93,96,14.4,5374.554867,1884238,0.61,11.9,0.034584394,54.8
2013,Developing,233,0.01,61.57443584,23.2,6.51,87,0.8,834.341949,7415,0.49,10.9,0.357430249,62.9
2013,Developing,33,0.01,40.15128458,17.6,8.3,96,1,282.7555252,96186,0.398,10.5,0.257851328,58.6
2008,Developing,169,3.64,275.064434,48.6,6.98,97,0.2,1518.85386,559456,0.607,11.1,0.937805677,72.5
2011,Developing,268,0.39,20.35974738,32.7,8.71,87,2.7,143.986898,865937,0.451,5.9,0.465377367,61.8
2009,Developing,93,4.88,50.28348923,27.3,5.8,99,0.1,3838.434292,133126,0.682,12.2,0.581059034,74.9
2004,Developing,177,0.38,2.093721752,33,5.7,86,0.3,39.281834,6712841,0.563,10.5,0.275376403,65.9
2004,Developing,165,3.67,192.3226305,45.4,4.8,98,2.3,3719.97351,2728777,0.689,11.1,0.470389919,73.3
2014,Developing,192,0.26,12.80528533,23.8,4.66,89,0.3,152.443873,14546111,0.483,9.1,0.145843426,66.4
2014,Developing,23,0.01,73.86584922,23.7,6.75,87,0.8,852.954379,759385,0.497,11.1,0.283129687,63.2
2014,Developing,118,7.93,847.3717463,62.2,4.79,94,0.1,12245.25645,42981515,0.825,17.3,0.449109002,76.2
2002,Developing,73,4.43,0,26.3,6.53,71,39.8,57.34834,125525,0.427,10,0.910180775,44.8
2002,Developing,169,3.09,154.8636161,4.4,7.28,95,1.5,1132.8721,6863157,0.561,10.1,0.167210816,71.6
2011,Developing,166,0.32,51.9919227,37.4,5.98,96,0.2,834.5412953,7815949,0.608,11.1,0.024214198,68.1
2010,Developing,152,5.65,359.9760397,46.4,9.1,89,0.1,3225.591754,629877,0.664,12.4,0.790085406,73.2
2004,Developing,214,5.16,182.6162515,47.2,4.28,79,2.1,2421.9662,912998,0.666,12.5,0.06509131,69.3
2005,Developing,165,0.88,337.2942846,44.9,3.87,68,0.1,1886.433359,2937,0,10.6,0.562499974,69.9
2008,Developing,14,3.96,2.8888979,5.1,3.8,89,0.1,41.26997,29822,0.721,12.3,0.186155918,73.2
2008,Developing,394,0.45,49.09198224,16.4,2.92,19,4.7,929.772391,11133861,0.338,6,0.006074786,49.6
2014,Developing,314,0.01,196.6675768,22.8,4.99,86,4.3,1738.8822,1562974,0.57,12.5,0.324323657,61.1
2012,Developing,12,6.95,201.7490628,55.6,7.25,85,0.1,1589.82713,3772938,0.765,12.8,0.280345452,77.2
2006,Developing,125,5.72,631.1251711,51.1,7,88,0.1,5348.518399,339195,0.744,12.9,0.881504397,76.2
2009,Developing,13,5.27,881.7364327,59.4,6.6,95,0.1,7748.12331,11555228,0.738,12.5,0.043747298,75.7
2011,Developing,197,0.01,401.7931045,59.5,4.6,99,0.1,4353.121392,86786,0.709,14.7,0.972358952,69.2
2008,Developing,35,4.33,15.99415192,15.2,7.86,92,2.9,196.2472628,8212264,0.319,7.9,0.266641268,55.3
2009,Developed,63,7.38,335.5180568,67.1,8.33,73,0.1,2675.58259,412477,0.815,14.4,0.39504629,82
2007,Developing,132,3.99,44.57219966,49.7,4.31,88,0.1,3138.8873,293356,0.707,11.7,0.568895294,73.5
2013,Developing,96,3.42,386.1379123,58.5,9.47,95,0.1,1569.66631,47641,0.762,13.7,0.140496531,79.4
2005,Developing,554,2.33,121.879331,18.4,7.56,82,17,691.3178164,1252156,0.467,10.7,0.498568936,49.3
2005,Developed,85,11.67,6012.92584,57.6,1.52,96,0.1,34696.6292,82469422,0.884,16.4,0.927341383,79.2
2012,Developing,232,0.01,796.8734263,33.3,8.24,84,3.7,5749.44752,2263934,0.619,11.5,0.396853546,65.8
2010,Developing,142,1.24,471.8307668,72.7,4.59,82,0.1,3547.59975,14137,0.707,14.4,0.926251769,72.8
2011,Developing,289,8.9,133.5223672,34.1,3.12,75,6,1716.2258,169711,0.664,12.5,0.265157328,62.8
2010,Developing,323,1.21,41.96145465,21.4,5.37,83,3.8,487.9238913,652952,0.449,11,0.958883239,57.4
2004,Developing,81,9.56,287.6124519,59.9,8.3,95,0.1,21955.149,1955141,0.83,15.3,0.312697365,79.2
2012,Developing,48,7.38,1089.954838,48.7,8.79,65,7.6,7548.163698,5256515.8,0.644,12.8,0.727761884,59.2
2010,Developing,2,2.25,62.08343533,58.7,4.23,99,0.1,3651.966784,85995,0.706,14.6,0.270049928,69.1
2014,Developing,158,0.01,8.523486403,18.5,5.8,92,0.1,76.2386977,28323241,0.551,12.4,0.585703843,69.6
2008,Developing,158,7.21,526.3780636,5.3,8.24,99,0.1,8787.61375,19297929,0.704,13.3,0.654083162,73.4
2012,Developed,69,11.49,6616.695125,6.5,8.32,95,0.1,49231.36254,4586897,0.895,18.5,0.699843882,85
2009,Developing,46,4.9,47.6164523,29.3,8.46,88,33.7,332.517125,118675,0.519,10.8,0.397452882,52.6
2012,Developing,129,5.14,885.9858185,53.6,5.18,95,0.1,6387.785281,3158966,0.725,13.4,0.056418275,74.9
2008,Developing,141,1.18,206.2616134,46.6,4.37,81,0.1,5574.6382,87634,0.719,11.6,0.82750317,73
2012,Developing,27,0.01,96.5465827,21.9,6.47,66,1.5,777.3476868,16667,0.411,7.7,0.706009694,57.2
2014,Developing,83,7.16,2352.999591,63.1,7.79,95,0.1,14817.37778,17613798,0.841,16.2,0.487502486,83
2003,Developing,343,0.56,6.913998013,13.3,3.5,93,1.9,232.7945459,3738265,0,4.7,0.600955626,58.8
2005,Developing,327,11.57,625.5081805,55.3,5.21,98,0.3,5323.473877,143518523,0.748,13.7,0.189380975,65
2010,Developing,221,7.52,48.02859441,42.4,6.6,95,0.4,326.281212,746556,0.618,10.2,0.725636772,65.9
2015,Developing,263,0.01,71.27962362,19.1,8.16,65,0.1,584.25921,33736494,0.479,10.1,0.539553765,65
2010,Developing,138,2.31,191.7267589,19.8,3.43,99,0.1,2819.511161,2119,0.739,13.5,0.255278883,74.5
2007,Developing,98,1.72,8.906931168,61.9,8.9,8,0.1,614.271115,486466,0.731,12.9,0.437448371,74.4
2006,Developing,24,2.38,352.0244894,44.5,7.7,89,0.4,2256.56724,133978,0.57,9.8,0.399460998,69.7
2009,Developing,23,2.55,416.4338399,52.1,6.83,91,0.3,3366.482133,6137276,0.662,12.8,0.371366135,71.4
2011,Developing,187,5.64,989.1263558,55.5,5.93,86,0.1,8318.97692,531589,0.704,12.5,0.005270891,76
2003,Developing,121,5.11,160.8400141,57,6.52,91,0.1,3622.52284,3325637,0.747,15,0.586444436,75.4
2003,Developing,189,0.05,8.460155758,17.5,2.53,71,0.1,164.59447,22545214,0.613,10.8,0.772032963,66.9
2013,Developing,192,0.01,200.6600988,29.3,9.76,97,0.2,1619.532678,18745,0.559,11,0.206461287,67.1
2011,Developing,225,0.23,289.8524057,21.1,4.73,95,0.5,2458.45976,7451,0.572,11.9,0.071900756,68.3
2010,Developing,61,2.63,409.4109292,63,7.36,95,0.1,3661.994,76236,0.878,15.7,0.746008144,81.7
2014,Developing,187,1.88,657.5282797,49.9,6.2,73,0.4,3687.763767,15923559,0.614,10.7,0.476893581,71.7
2008,Developing,278,1.28,7.615430126,22,4.2,75,1.8,82.1513498,8696916,0.444,9.1,0.463409204,57.6
2002,Developing,74,2.47,1701.195787,59.2,7.49,9,0.1,18431.15696,657,0.855,15.3,0.8240826,79.3
2014,Developing,122,5.26,168.173753,62.8,6.3,87,0.1,1452.27766,1242216,0.754,13.1,0.832225084,76.6
2008,Developing,193,1.09,19.74929219,44.7,5.97,89,0.1,125.79167,54477,0.489,9.2,0.99061402,68
2010,Developing,236,6.83,11.1516268,49.2,4.42,99,0.1,97.649972,16321581,0.763,14.5,0.022898356,67.8
2003,Developing,112,1.75,491.4978908,16.7,5.9,98,0.1,3432.247841,34,0.601,11.8,0.271642923,72.7
2013,Developed,6,9.25,423.680459,65.4,9.1,96,0.1,2921.9342,466245,0.874,17.5,0.005742423,82.4
2006,Developing,212,0.76,18.19457876,72.8,1.93,86,0.1,1151.555618,9426,0.576,12.1,0.537220693,65
2011,Developing,14,0.54,22.0945504,54.6,5.99,99,0.1,339.91616,32858823,0.612,11.2,0.85467475,73.3
2011,Developing,16,5.91,843.7876995,54.7,4.22,84,0.7,5759.643,12795,0.703,13,0.558774618,73.1
2010,Developing,92,5.75,5.660754839,28.1,4.89,99,0.1,456.512487,133775,0.691,12.5,0.910888949,75
2012,Developed,163,10.21,1356.022164,59.8,5.91,91,0.1,13822.8559,234319,0.812,15.5,0.536989065,73.8
2003,Developing,127,4.88,781.2062828,54.9,6.2,98,0.1,6751.998987,1564453,0.708,11.9,0.867979321,75
2005,Developing,294,6.94,351.8603267,46.3,4.7,98,0.1,3771.278957,1514729,0.737,13.9,0.234800726,64.6
2007,Developing,259,0.16,9.087638194,2.1,4.93,75,0.1,72.759313,64162,0.459,10,0.6359012,66
2011,Developing,198,5.69,7.495401346,27.7,5.44,96,0.5,134.326189,1788,0.546,10.6,0.065247208,66.6
2013,Developed,57,8.58,374.2947283,68.8,9.89,99,0.1,2393.1888,423374,0.828,14.2,0.545583721,81.1
2004,Developed,157,10.96,384.1473028,59.1,7.9,95,0.1,3381.57837,771686,0.738,13.3,0.44939698,72.2
2005,Developing,12,4.56,45.71354264,5.5,8.5,93,0.1,2968.41186,378153,0,12.5,0.430839472,75
2005,Developed,222,12.3,913.699529,58.4,5.83,94,0.1,7863.1629,3322528,0.798,16.2,0.957688193,78
2008,Developing,99,4.22,1859.095621,53.4,9.1,9,0.1,6911.136136,442958,0.74,12.9,0.82405409,78.9
2004,Developing,287,6.55,33.91660183,45.8,3.95,82,0.1,2874.288291,1512985,0.725,13.5,0.461588173,64.7
2011,Developing,218,4.96,191.4949779,23.1,4.29,87,0.1,2352.518156,9527794,0.669,11.5,0.162888893,68
2009,Developing,336,1.24,77.09551224,2.9,6.64,78,4.3,499.6468713,633472,0.442,10.6,0.469723877,56.7
2004,Developing,194,3.81,36.81621175,45.7,6.13,79,0.3,191.55157,53973,0.587,11,0.9525597,71
2012,Developing,429,6.09,92.60233636,3.3,6.69,95,8.8,955.648466,1471826,0.464,9.8,0.67392511,56.6
2011,Developing,122,5.07,4.409153436,28.2,4.6,9,0.3,367.429453,5867,0.632,13.1,0.547807007,72.6
2009,Developing,172,2.88,42.12368374,72,5.4,49,0.1,335.112838,184826,0.691,12.9,0.213799763,76
2013,Developing,163,0.04,60.18648815,23.9,2.7,72,0.1,1272.44161,181712595,0.538,7.7,0.373697241,66
2014,Developing,366,0.01,61.39263642,28.4,4.1,87,3.7,1441.1417,2223994,0.507,10.4,0.226496492,56.7
2006,Developed,85,10.98,5579.199083,6.6,9.17,98,0.1,38852.3613,1547958,0.865,15.7,0.369426366,79.4
2008,Developed,116,12.06,2425.403891,59.4,7.7,96,0.1,15893.8656,443458,0.8,14.3,0.221059184,76
2014,Developed,57,7.56,4831.644796,63.1,9.25,95,0.1,35396.66517,678914,0.877,16.3,0.405503568,82.5
2007,Developing,14,1.02,176.0107106,45.9,5.1,79,0.1,3851.437869,85813,0.708,11.6,0.38787049,73
2011,Developing,68,8.2,971.9280384,64.7,1.82,87,0.1,5282.2176,3434278,0.903,15.9,0.530808611,81.5
2004,Developing,142,0.56,100.3638322,48.2,5.22,97,0.1,1948.812275,3179285,0.561,9.6,0.498061457,72
2010,Developing,364,0.5,43.57328908,17.1,2.95,39,4.1,896.5697341,1188722,0.36,6.7,0.359339208,51.2
2007,Developing,124,6.67,14.47305874,59.5,8.23,94,0.1,79.69746,3339741,0.76,15.3,0.957368715,75.4
2012,Developing,214,6.82,235.3566066,5.6,4.32,99,0.1,12387.18982,16791425,0.774,14.7,0.198142107,69.1
2005,Developing,224,0.28,2.793843188,16.4,1.83,73,0.5,247.24276,48482614,0.465,7.9,0.208408692,63.9
2013,Developing,74,7.46,2183.106986,65.4,9.26,99,0.1,21874.8195,1965211,0.86,17.1,0.46505215,86
2004,Developing,151,1.8,423.2953509,68.6,4.87,9,0.1,2284.37858,146,0.693,14.6,0.61805491,72.2
2002,Developing,244,7.73,10.9363388,37.1,5.84,91,2.3,96.8674827,751884,0.609,11,0.467386489,65.3
2013,Developing,185,0.01,19.1624696,43,6.32,99,0.1,197.551233,32432,0.681,12,0.444810313,69.1
2009,Developing,91,5.79,348.0559517,53.5,5.79,98,0.1,4114.136545,2927519,0.721,12.2,0.389950017,76.1
2003,Developed,92,12.61,10111.38928,55.8,7.67,98,0.1,65445.8853,45163,0.865,13.6,0.648807502,78.6
2006,Developing,211,2.77,57.74562629,5.1,6.68,96,0.2,362.951768,656478,0.651,12.9,0.757563272,75
2006,Developing,126,1.29,103.523776,58.5,5.81,9,0.1,834.869161,6876345,0.687,11.9,0.237434353,72.8
2006,Developing,288,1.7,129.0263364,23,4.64,84,2.9,922.9351677,22113425,0.51,8.7,0.036342616,59.4
2009,Developing,195,2.13,48.35423978,15.9,6.36,94,0.6,738.2326684,14928,0.52,10.5,0.331641083,66.1
2004,Developing,15,1.36,379.7659054,51.4,5.63,97,0.1,3112.83529,11761,0.673,13.6,0.133002483,74
2007,Developing,388,9.55,104.4746444,2.4,4.47,42,5.2,1136.829645,14641724,0.477,9.1,0.55230317,55
2004,Developing,285,1.15,10.73628066,2.1,4.56,72,2.1,583.493514,7754,0.423,8.1,0.758778436,56.1
2008,Developing,146,3.97,47.35260547,71.4,4.52,26,0.1,359.82223,183526,0.688,12.9,0.942943809,72.5
2003,Developing,17,1.34,321.7694175,5.6,5.36,95,0.1,2761.969249,9939678,0.667,13.5,0.54195321,73.7
2011,Developing,251,1.4,110.2633619,23.5,5.37,75,1.4,825.9427854,94682,0.454,9.8,0.239599271,59.1
2013,Developing,218,7.56,345.9044258,45,5.1,98,0.3,3944.178173,75881,0.633,10.3,0.392101857,65.9
2008,Developing,278,0.57,102.1413744,19.6,6.74,74,1.6,689.6784228,14138216,0.36,5.8,0.122370952,55.5
2009,Developed,19,12.21,2160.380199,6,8.18,96,0.1,14157.14416,442978,0.803,14.2,0.922228024,76.3
2005,Developing,222,5.27,10.8139134,23.4,1.4,97,1.6,81.86157,15563,0.514,10,0.158515986,64.3
2007,Developed,157,10.89,591.5100978,6.9,6.41,95,0.1,5932.899677,7545338,0.755,13.5,0.642134902,72.6
2002,Developed,83,12.26,228.3543024,58.8,7.25,98,0.1,1719.53541,41431558,0.828,15.7,0.561042966,79.5
2007,Developing,146,2.05,568.8692813,7.8,5.82,87,0.1,2932.315883,12357,0.698,14.5,0.562342796,72.5
2006,Developing,15,3.63,194.092569,47.2,4.22,95,1.5,4313.1682,276279,0.709,12.5,0.440035071,74
2006,Developing,99,5.31,3.3021542,5.8,5.86,97,0.1,35.1293,2992547,0.696,11.4,0.790620686,74.2
2006,Developed,229,10.4,1099.248837,57.4,6.8,96,0.1,9667.9757,2218357,0.807,16.2,0.141830369,75
2005,Developing,151,3.54,18.09317114,47.2,5.87,92,0.3,321.942547,13735233,0.688,12.8,0.501705324,74.2
2003,Developed,71,9.97,3829.550928,6.3,8.32,93,0.1,23465.38559,198954,0.905,20.6,0.27610358,83
2013,Developing,131,0.01,698.3522786,73.8,6.91,67,0.1,4219.65123,19757,0.7,12.9,0.723234879,73.6
2007,Developing,74,8.3,7946.743581,62.5,9.83,94,0.1,44544.5268,32887928,0.894,15.8,0.432125193,85
2013,Developing,181,0.09,22.8478308,25.6,2.93,85,0.3,362.663981,25232263,0.677,12.9,0.312867027,68.7
2010,Developed,88,12.25,3119.349824,58.1,1.44,98,0.1,22538.6548,15731,0.812,16,0.439408829,79.6
2007,Developing,283,1.12,7.49281752,21.5,4.55,82,2,76.535419,8454791,0.438,8.9,0.499238675,57.1
2005,Developing,11,1.94,630.0540723,6.8,8.42,77,0.1,5339.441291,3986852,0,13.7,0.138050287,73.9
2010,Developing,24,5.58,63.04032682,26.9,5.24,98,0.5,1129.754961,174776,0.542,10.6,0.427093101,66.2
2006,Developing,17,3.69,21.41123529,47.1,6.33,88,0.3,124.992617,545211,0.597,11,0.345273219,73
2004,Developing,267,6.79,180.3537859,56.1,6.61,99,1,1367.352433,474516,0.7,14.6,0.150880826,67.4
2007,Developed,114,12.56,2019.812779,58.7,7.44,96,0.1,13546.69872,4436,0.793,14.3,0.969748427,75.8
2007,Developed,8,12.5,7453.8644,53.7,1.4,85,0.1,46586.6525,8295487,0.86,15.2,0.329937381,81
2011,Developing,61,2.67,3793.161624,63.4,7.39,94,0.1,33657.15727,77658,0.883,15.8,0.842108693,81.8
2003,Developing,198,3.77,2.542436908,44.9,6.12,86,0.3,115.565314,524879,0.583,11,0.413832815,76
2010,Developing,47,0.96,5.743393664,2.5,5.38,74,10.8,419.2258149,2422145,0.39,9.3,0.31621686,54
2004,Developing,165,3.02,188.2499208,42,7.89,94,1.2,1217.657961,724153,0.571,10.4,0.45961617,72.2
